NotaFiscal	DataEmissao	Peso	ValorNFs	TranspRedespacho
780063	05/10/2017	570	10768.83	371
780104	05/10/2017	144	3332.02	382
779755	05/10/2017	258	4813.54	419
780103	05/10/2017	113	2242.31	593
780097	05/10/2017	57	1263.74	593
779760	05/10/2017	299	6396.59	616
780065	05/10/2017	500	10049.66	679
779743	05/10/2017	347	8158.3	728
780076	05/10/2017	582	14626.59	728
780096	05/10/2017	23	2113.25	738
780066	05/10/2017	526	14839.67	756
780106	05/10/2017	223	6503.25	953
780098	05/10/2017	65	2046.04	1112
780078	05/10/2017	230	4529.64	1180
780044	05/10/2017	163	3408.94	1192
780045	05/10/2017	190	3664.74	1192
780046	05/10/2017	147	2598.95	1192
780047	05/10/2017	30	2958.07	1192
780040	05/10/2017	105	2204.35	1192
780041	05/10/2017	104	2599.43	1192
780042	05/10/2017	425	11020.86	1192
780048	05/10/2017	335	7813.81	1192
780049	05/10/2017	44	1888.76	1192
780051	05/10/2017	166	2784.2	1192
780050	05/10/2017	493	10940.8	1192
780080	05/10/2017	257	5021.18	1218
780105	05/10/2017	149	3853.23	1262
780102	05/10/2017	42	2184.44	1369
780099	05/10/2017	59	1315.27	1510
780110	05/10/2017	158	2327.1	1614
780087	05/10/2017	1564	13405.49	1639
780144	05/10/2017	66	2315.11	1639
779456	04/10/2017	478	8265.12	98
779448	03/10/2017	243	3597.4	662
779836	04/10/2017	212	3681.4	1260
779767	05/10/2017	9	1497.37	8
779770	05/10/2017	147	4258.58	21
779768	05/10/2017	99	3310.98	36
779732	05/10/2017	119	2021.65	40
779733	05/10/2017	202	4260.41	40
779750	05/10/2017	191	4316.2	103
779735	05/10/2017	14	1334.17	165
779748	05/10/2017	402	6543.1	173
779769	06/10/2017	274	6292.07	213
779737	05/10/2017	148	1676.65	238
779747	05/10/2017	37	1236.69	276
779744	05/10/2017	27	3914.27	378
779762	05/10/2017	178	3540.9	416
779758	05/10/2017	28	4830.73	468
779752	05/10/2017	83	1259.29	686
779717	05/10/2017	1162	21595.37	710
779772	05/10/2017	135	3712.79	729
779698	05/10/2017	117	3024.91	744
779739	05/10/2017	61	1224.05	750
779721	05/10/2017	597	14464.23	767
779734	05/10/2017	175	3802.14	808
779753	05/10/2017	255	4644.31	808
779715	05/10/2017	1038	16194.96	809
779754	05/10/2017	241	3292.48	825
779749	05/10/2017	371	5825.39	897
779745	05/10/2017	162	4538.46	1139
779761	05/10/2017	77	2507.59	1139
779756	05/10/2017	278	7635.52	1170
779766	05/10/2017	275	4543.39	1192
779771	05/10/2017	69	1418.04	1197
779742	05/10/2017	146	1744.12	1210
779757	06/10/2017	407	9521.97	1216
779764	05/10/2017	293	15772	1305
779759	05/10/2017	56	1214.61	1328
779751	05/10/2017	89	1226.68	1369
779775	05/10/2017	177	4742.99	1369
779763	05/10/2017	135	2778.47	1385
780028	05/10/2017	725	13578.65	1515
779773	05/10/2017	139	3322.4	1547
779765	05/10/2017	23	2716.19	1563
779774	05/10/2017	132	2670.84	1605
779738	05/10/2017	112	1848.44	1636
780488	06/10/2017	1667	32549.18	593
780489	06/10/2017	981	16481.23	593
780493	06/10/2017	1034	20060.85	593
780495	06/10/2017	1034	20060.85	593
780481	06/10/2017	1006	15237.82	851
780482	06/10/2017	1312	20029.47	851
780483	06/10/2017	972	13119.94	851
780588	06/10/2017	1133	30507.89	897
780589	06/10/2017	195	3526.34	897
780587	06/10/2017	5702	42243.6	897
780490	06/10/2017	2351	29400.71	1235
780484	06/10/2017	8149	117731.8	1664
780604	06/10/2017	4777	92703.4	21
780603	06/10/2017	181	2696.76	178
780605	06/10/2017	357	7561.09	415
780149	05/10/2017	306	5111.51	615
780602	06/10/2017	2975	63549.31	615
780147	05/10/2017	899	13003.67	615
780606	06/10/2017	66	1252.45	615
780607	06/10/2017	4421	76592.39	1348
780492	06/10/2017	1690	31992.38	371
780494	06/10/2017	135	3396.12	371
780496	06/10/2017	724	12492.53	371
780487	06/10/2017	99	2951.53	371
780501	06/10/2017	1981	24876.47	530
780500	06/10/2017	222	4185.17	530
780509	06/10/2017	1754	12035.3	893
780491	06/10/2017	964	19849.31	1170
780497	06/10/2017	1286	16152.69	1170
780517	06/10/2017	264	3204.13	1192
780513	06/10/2017	1358	15061.4	1192
780502	06/10/2017	2043	47082.96	1229
779852	06/10/2017	138	2338.55	148
780091	06/10/2017	291	4827.76	932
780079	06/10/2017	96	2289.56	8
780052	06/10/2017	55	8159.39	8
780053	06/10/2017	149	3613.8	8
780071	06/10/2017	130	3085.79	37
780055	06/10/2017	664	17412.83	37
780075	06/10/2017	389	6451.86	78
780583	06/10/2017	127	1514.66	177
780518	06/10/2017	1062	25298.02	337
780503	06/10/2017	451	10697.3	337
780505	06/10/2017	286	3268.07	337
780070	06/10/2017	356	4951.26	432
780077	06/10/2017	774	12871.14	478
780064	06/10/2017	186	4237.44	481
780073	06/10/2017	57	1627.68	481
780074	06/10/2017	234	4760.57	591
780062	06/10/2017	18	2015.6	679
780069	06/10/2017	247	4214.81	684
780061	06/10/2017	31	2274.53	728
780088	06/10/2017	29	1306.37	729
780516	06/10/2017	494	8283.78	735
780506	06/10/2017	951	15817.07	735
780508	06/10/2017	367	4926.22	735
780058	06/10/2017	245	4574.29	754
780082	06/10/2017	276	2656.98	870
780056	06/10/2017	360	10929.89	932
780072	06/10/2017	404	5945.55	1214
780086	06/10/2017	341	9083.83	1306
780141	06/10/2017	25	3354.07	1511
780142	06/10/2017	393	6850.45	1511
780480	06/10/2017	478	8009.63	1619
780140	06/10/2017	49	7841.27	1639
779457	03/10/2017	213	2866.73	845
780081	06/10/2017	387	7895.49	8
780560	06/10/2017	115	2536.19	59
780558	06/10/2017	91	2894.77	89
780554	06/10/2017	236	4519.96	102
780551	06/10/2017	122	1744.52	129
780566	06/10/2017	118	2221.73	234
780546	06/10/2017	159	3645.58	234
780054	06/10/2017	747	18933.26	293
780559	06/10/2017	586	15128.18	485
780553	06/10/2017	91	1205.73	507
780565	06/10/2017	282	2074.92	870
780555	06/10/2017	53	4053.57	897
780578	06/10/2017	223	4670.25	1304
780552	06/10/2017	171	4978.12	1305
780570	06/10/2017	389	4509.86	1328
780519	06/10/2017	1781	30434.25	1348
780556	06/10/2017	387	12718.29	1429
780897	06/10/2017	5163	43834.4	1490
780550	06/10/2017	617	10907.79	1614
780525	07/10/2017	192	2419.99	8
780520	07/10/2017	160	3652.49	8
780536	07/10/2017	400	4813.98	8
780903	07/10/2017	104	1225.15	110
780576	07/10/2017	160	4487.37	124
780534	07/10/2017	1211	20650.01	154
780564	07/10/2017	454	7767.74	185
780523	07/10/2017	260	2774.24	329
780526	07/10/2017	105	2243.11	329
780528	07/10/2017	128	2029.11	329
780533	07/10/2017	182	2651.2	329
780535	07/10/2017	289	6596.65	329
780561	07/10/2017	195	6265.5	579
780569	07/10/2017	368	9024.81	591
780573	07/10/2017	604	7050.09	609
780538	07/10/2017	114	2731.38	676
780543	07/10/2017	231	2530.48	676
780544	07/10/2017	406	7798.97	676
780531	07/10/2017	304	5210.13	676
780539	07/10/2017	880	14206.52	679
780575	07/10/2017	301	4695.13	904
780524	07/10/2017	491	10303.22	932
780563	07/10/2017	346	5357.67	1214
780537	07/10/2017	1206	23881.38	1226
780562	07/10/2017	247	7848.21	1303
780572	07/10/2017	231	4654.64	1305
780541	07/10/2017	155	2369.84	1306
780529	07/10/2017	760	19204.71	1306
780530	07/10/2017	163	4449.31	1306
780549	07/10/2017	325	4515.98	1524
780571	07/10/2017	91	1813.64	1577
780895	07/10/2017	4120	69493.92	329
780892	07/10/2017	670	10572.79	453
780891	07/10/2017	2311	41731.93	453
780894	07/10/2017	2556	47932.87	897
780893	07/10/2017	5598	101921.01	897
780896	07/10/2017	150	1200.6	1306
780898	07/10/2017	2103	36041.43	1306
780890	07/10/2017	1156	19048.89	1513
780116	06/10/2017	273	2990.79	98
780117	06/10/2017	708	9941.2	98
780115	06/10/2017	1246	26922.56	475
780114	06/10/2017	67	2040.31	1287
780521	07/10/2017	609	11931.13	8
780919	07/10/2017	154	3997.97	213
780923	07/10/2017	50	1316.63	234
780905	07/10/2017	168	3535.48	293
780527	07/10/2017	1195	23214.81	344
780920	07/10/2017	362	7095.52	377
780545	07/10/2017	381	7492.92	397
780557	07/10/2017	592	10730.58	416
780542	07/10/2017	418	9193.07	478
780611	07/10/2017	509	7983.35	584
780904	07/10/2017	317	3351.68	686
780908	07/10/2017	365	5177.89	764
780926	07/10/2017	433	7664.99	851
780540	07/10/2017	189	4708.82	932
780913	07/10/2017	470	7691.07	1186
780610	07/10/2017	2200	35809.26	1239
780927	07/10/2017	262	5038.55	1348
780507	07/10/2017	1121	17118.51	37
780934	07/10/2017	74	1357.3	137
780933	07/10/2017	85	1225.14	164
780547	07/10/2017	166	4185.22	234
780932	07/10/2017	48	1316.88	337
780548	07/10/2017	636	7379.21	496
780574	07/10/2017	170	3600.94	729
780532	07/10/2017	874	11454.64	1187
780567	07/10/2017	439	9621.85	1262
780577	07/10/2017	273	5538.31	1558
780522	07/10/2017	1106	20705.74	1636
780582	09/10/2017	42	1230.45	178
780120	06/10/2017	696	14295.36	98
780121	06/10/2017	60	2570.01	98
780136	06/10/2017	400	6746.49	317
780137	06/10/2017	185	2622.46	317
779389	03/10/2017	774	6733.34	427
780134	06/10/2017	62	1699.95	493
780122	06/10/2017	280	3627.91	584
780123	06/10/2017	931	24729.55	584
780124	06/10/2017	519	15744.22	584
780125	06/10/2017	189	2315.82	584
780129	06/10/2017	70	1284.72	617
780130	06/10/2017	460	8559.6	617
780131	06/10/2017	386	4365.59	886
780133	06/10/2017	186	2515.59	1007
780132	06/10/2017	1737	27459.24	1278
780135	06/10/2017	220	2676.78	1278
780111	05/10/2017	139	3845.67	1287
781362	09/10/2017	927	12559.66	193
781366	09/10/2017	1211	10149.6	1285
780906	09/10/2017	394	6231.67	59
780902	09/10/2017	199	2946.29	165
781389	09/10/2017	83	1803.32	183
780921	09/10/2017	226	4773.01	227
780922	09/10/2017	34	1775.02	227
780918	09/10/2017	46	1286.32	377
780924	09/10/2017	1075	20860	393
780907	09/10/2017	179	4704.33	432
780901	09/10/2017	631	11741.97	432
780911	09/10/2017	438	8567.6	478
780917	09/10/2017	119	2970.78	523
781128	09/10/2017	175	5955.83	579
780916	09/10/2017	186	4933.69	605
780900	09/10/2017	635	16234.14	679
780899	09/10/2017	228	3930.12	738
780912	09/10/2017	293	10775.17	851
780914	09/10/2017	1054	25122.11	851
781388	09/10/2017	556	8543.26	1112
780925	09/10/2017	366	9173.88	1152
780910	09/10/2017	1010	21502.02	1192
780915	09/10/2017	1991	28222.36	1304
781349	09/10/2017	385	7575.9	1385
780909	09/10/2017	242	5331.44	1385
781446	09/10/2017	197	3806.87	1510
781379	10/10/2017	44	1245.4	178
780931	10/10/2017	94	2926.48	276
781381	10/10/2017	471	5031.93	329
781382	10/10/2017	55	1298.16	329
781380	10/10/2017	751	16750.66	615
780930	10/10/2017	70	1328.47	957
780119	06/10/2017	278	4595.14	98
780126	07/10/2017	423	9906.83	98
780112	06/10/2017	137	2005.18	475
780139	06/10/2017	93	1596.36	493
780592	07/10/2017	2111	35690.53	617
780593	07/10/2017	177	2466.68	617
780594	07/10/2017	62	1801.07	617
780113	06/10/2017	209	5108.98	622
779692	05/10/2017	3193	58023.2	642
779838	05/10/2017	649	10119.19	646
780138	06/10/2017	430	8064.35	1007
780599	07/10/2017	74	3896.35	1278
780600	07/10/2017	220	2676.78	1278
781369	10/10/2017	105	1381.1	139
781387	10/10/2017	196	3499.81	393
781386	10/10/2017	92	1805.19	581
781403	10/10/2017	302	6676.52	605
781408	10/10/2017	116	1388.3	1305
781376	10/10/2017	304	4476.34	1428
781344	10/10/2017	1512	26350.45	8
781330	10/10/2017	1544	24791.39	89
781336	10/10/2017	174	4461.22	89
781337	10/10/2017	229	6261.7	89
781334	10/10/2017	784	14610.13	89
781371	10/10/2017	1292	28541.55	234
781443	10/10/2017	1297	28103.45	276
781340	10/10/2017	1157	28404.53	276
781329	10/10/2017	110	3150.67	1192
781332	10/10/2017	431	7494.04	1192
781339	10/10/2017	420	9435.39	1192
781335	10/10/2017	1598	29651.55	1192
781338	10/10/2017	44	1303.3	1192
781341	10/10/2017	72	1837.93	1192
781326	10/10/2017	840	14921.24	179
781439	10/10/2017	199	17849.63	179
781440	10/10/2017	122	4078.29	179
781441	10/10/2017	2121	14641.6	179
781442	10/10/2017	390	3068.4	179
781328	10/10/2017	3162	64243.14	282
781354	10/10/2017	1817	26424.39	329
781342	10/10/2017	412	12063.81	337
781333	10/10/2017	1441	22453.56	337
781331	10/10/2017	1013	19816.77	337
781325	10/10/2017	2746	76762.81	708
781437	10/10/2017	2935	60377.98	708
781438	10/10/2017	36	1222.36	708
781327	10/10/2017	3228	35317.14	891
781320	10/10/2017	446	3916.56	1306
781323	10/10/2017	250	4568.74	1306
781321	10/10/2017	1053	20340.74	1306
781322	10/10/2017	891	18100.28	1306
781324	10/10/2017	1548	30859.73	1306
781370	10/10/2017	1170	13854.15	21
781409	10/10/2017	588	10479.89	244
781402	10/10/2017	201	3403.86	305
781385	10/10/2017	459	9590.32	315
781390	10/10/2017	607	14649.42	325
781393	10/10/2017	38	1281.03	339
781398	10/10/2017	418	8155.07	375
781392	10/10/2017	474	11313.21	432
781357	10/10/2017	506	8983.02	498
781348	10/10/2017	1245	25355.94	593
781350	10/10/2017	292	3570.91	593
781410	10/10/2017	413	5836.29	605
781394	10/10/2017	184	2555.85	615
781372	10/10/2017	888	15637.98	709
781406	10/10/2017	45	1252.66	743
781395	10/10/2017	421	6431.69	932
781384	10/10/2017	280	3209.01	1218
781407	10/10/2017	215	4249.86	1218
781378	10/10/2017	788	10739.45	1226
781758	10/10/2017	140	2398.91	1348
781359	10/10/2017	188	2421.7	1385
781352	10/10/2017	103	1868.28	1385
781375	10/10/2017	559	11198.36	1428
781396	10/10/2017	524	10156.41	1429
781368	10/10/2017	624	11334.03	1492
781447	10/10/2017	110	6060.6	37
781374	10/10/2017	280	3894.09	139
781365	10/10/2017	1154	22841.22	175
781404	10/10/2017	76	1341.68	430
781364	10/10/2017	1056	15665.26	653
781129	10/10/2017	452	7723.5	676
781391	10/10/2017	145	1240.78	686
781367	10/10/2017	782	9670.05	764
780581	10/10/2017	82	2151.5	932
781383	10/10/2017	69	2209.99	1112
781353	10/10/2017	45	1328.16	1385
781361	10/10/2017	515	10207.06	1492
781363	10/10/2017	64	1412.07	1492
781373	10/10/2017	48	1278.5	1492
780595	09/10/2017	4728	88367.08	62
781767	11/10/2017	4510	47391.74	1506
781698	11/10/2017	207	3516.28	227
781692	11/10/2017	1901	23505.9	227
781689	11/10/2017	107	1590.94	227
781694	11/10/2017	4099	72904.9	498
781695	11/10/2017	93	2046.12	498
781696	11/10/2017	536	10768.73	498
781697	11/10/2017	443	4990.71	498
781691	11/10/2017	32	1978.26	498
781693	11/10/2017	223	5401.71	498
781690	11/10/2017	3565	64569.16	1238
781699	11/10/2017	2156	30339.55	1303
781356	11/10/2017	47	1390.11	19
781397	11/10/2017	415	8271.67	59
781346	11/10/2017	335	6151.85	66
781345	11/10/2017	464	11362.47	66
781405	11/10/2017	468	9596.34	122
781401	11/10/2017	404	7549.78	148
781765	11/10/2017	1392	22909.45	154
781399	11/10/2017	100	1616.13	183
781400	11/10/2017	149	4424.47	467
781351	11/10/2017	1751	30803.39	523
781347	11/10/2017	1480	30843.42	556
781701	11/10/2017	147	2171.85	830
781358	11/10/2017	566	9916.09	1385
781360	11/10/2017	179	2139.5	1385
781343	11/10/2017	2238	32434.85	1636
780928	09/10/2017	369	6851.17	427
780591	07/10/2017	991	9297.1	566
780936	09/10/2017	225	3617.29	1255
780937	09/10/2017	174	2841.73	1255
781717	11/10/2017	1353	26606.96	520
781553	11/10/2017	68	1356.9	615
781713	11/10/2017	962	18866.4	30
781747	11/10/2017	108	2251.33	154
781732	11/10/2017	63	1339.06	238
781753	11/10/2017	658	8017.31	244
781700	11/10/2017	753	14676.04	282
781714	11/10/2017	1747	33446.26	290
781736	11/10/2017	156	3443.77	353
781722	11/10/2017	41	1920.27	523
781756	11/10/2017	241	5974.19	767
781744	11/10/2017	78	2233.81	851
781715	11/10/2017	119	2558.41	1306
781705	11/10/2017	1164	17190.62	1306
781754	11/10/2017	108	1731.25	1348
781742	11/10/2017	107	3430.72	1459
781739	11/10/2017	188	3148.68	1520
781710	11/10/2017	427	5165.36	1524
781748	11/10/2017	256	5164.83	8
781725	11/10/2017	107	2538.47	238
781743	11/10/2017	666	13853.48	276
782136	11/10/2017	1569	15975.68	282
781755	11/10/2017	173	2954.39	285
781728	11/10/2017	205	3854.96	307
781721	11/10/2017	83	1630.27	325
781720	11/10/2017	175	2481.89	337
781757	11/10/2017	469	9055.55	344
781759	11/10/2017	154	3224.61	413
781731	11/10/2017	158	2217.89	494
781355	11/10/2017	1032	20264.93	498
781734	11/10/2017	561	8895.45	507
781727	11/10/2017	60	1098.67	520
781751	11/10/2017	82	1966.87	605
781750	11/10/2017	358	5186.24	710
781735	11/10/2017	461	7603.65	750
781718	11/10/2017	234	3074.09	756
781733	11/10/2017	70	3112.16	891
781741	11/10/2017	422	9279.13	906
781749	11/10/2017	48	1903.45	1229
781752	11/10/2017	273	4506.84	1328
781746	11/10/2017	52	1633.99	1389
781707	11/10/2017	837	17823.02	1524
781508	11/10/2017	1537	24521.66	1615
781706	11/10/2017	740	16027.84	30
781377	11/10/2017	168	4049.83	139
781704	11/10/2017	118	1239.61	282
781708	11/10/2017	258	6395.94	282
781711	11/10/2017	94	1486.36	329
781703	11/10/2017	1173	22852.71	529
781737	11/10/2017	245	4237.51	530
781740	11/10/2017	560	11151.3	710
781719	11/10/2017	60	9683.34	814
781712	11/10/2017	891	12692.64	830
781716	11/10/2017	235	2071.36	830
781726	11/10/2017	131	2767.96	974
781730	11/10/2017	111	1395.47	974
781723	11/10/2017	134	1502.05	1348
781738	11/10/2017	371	5364.04	1348
781729	11/10/2017	383	7078.43	1364
781724	11/10/2017	101	2818.94	1389
781688	11/10/2017	74	1345.56	1615
781687	11/10/2017	262	9166.55	1615
781745	11/10/2017	15	1211.39	1663
781709	11/10/2017	1562	27023.16	393
781702	11/10/2017	800	13417.64	593
782102	13/10/2017	1558	27443.94	21
782095	13/10/2017	265	4934.86	21
782098	13/10/2017	116	1742.8	21
782099	13/10/2017	1225	22084.75	21
782096	13/10/2017	4795	75814.72	605
782101	13/10/2017	664	10940.06	1306
782103	13/10/2017	583	12414.88	1306
782104	13/10/2017	191	3417.75	1306
782097	13/10/2017	98	1976.68	1306
782100	13/10/2017	52	1400.02	1306
782093	13/10/2017	876	20094.4	1306
782094	13/10/2017	881	20914.81	1306
782092	13/10/2017	344	6136.05	1306
780596	09/10/2017	1578	23803.75	617
782087	13/10/2017	12099	186023.22	744
782275	13/10/2017	6315	104150.45	943
782276	13/10/2017	6481	117832.62	943
782122	13/10/2017	1744	31346.79	172
782119	13/10/2017	1640	26807.53	290
782110	13/10/2017	128	2507.93	397
782109	13/10/2017	1818	36299.73	593
782118	13/10/2017	245	12257.51	593
782121	13/10/2017	860	17800.63	728
782113	13/10/2017	505	9695.14	728
782111	13/10/2017	274	4991.07	851
782112	13/10/2017	329	7590.54	851
782114	13/10/2017	197	2989.89	851
782108	13/10/2017	255	6074.13	851
782115	13/10/2017	583	11355.16	851
782116	13/10/2017	1628	30476.76	1520
782117	13/10/2017	1790	34155.39	1637
781937	13/10/2017	228	2936.02	996
781942	13/10/2017	138	1482.92	996
781939	13/10/2017	17	2921.17	996
781940	13/10/2017	1220	16706.28	996
781943	13/10/2017	153	3072.61	996
781833	13/10/2017	45	1337.47	996
781830	13/10/2017	54	3328.42	996
781944	13/10/2017	477	10436.43	996
781835	13/10/2017	731	14600.43	996
782285	13/10/2017	1204	24665.71	996
781938	13/10/2017	2248	48102.86	996
781834	13/10/2017	214	6316.54	996
781836	13/10/2017	60	1387.8	996
781831	13/10/2017	79	1568.79	996
781941	13/10/2017	252	9900.92	996
781832	13/10/2017	69	3007.9	996
781936	13/10/2017	593	7645.19	996
781837	13/10/2017	452	6861.11	996
781945	13/10/2017	274	3320.52	996
782308	13/10/2017	37	3700.58	996
782237	13/10/2017	68	1264.06	4
781555	13/10/2017	484	9829.81	8
782292	13/10/2017	876	16299.24	110
782180	13/10/2017	538	6593.77	129
782293	13/10/2017	1676	35680.41	172
781554	13/10/2017	290	2462.98	305
782129	13/10/2017	73	1386.22	481
781888	13/10/2017	409	3656.01	481
782154	13/10/2017	231	4696.99	514
782126	13/10/2017	238	5142.62	514
782125	13/10/2017	460	9148.23	579
782144	13/10/2017	182	2878.93	579
782128	13/10/2017	78	1454.66	579
782127	13/10/2017	160	3023.89	579
782297	13/10/2017	531	8970.35	735
782295	13/10/2017	662	14313.42	808
782296	13/10/2017	187	5255.93	809
782291	13/10/2017	327	5879.2	809
782196	13/10/2017	605	12089.14	1112
782206	13/10/2017	67	1772.26	1112
781132	13/10/2017	1971	37330.88	1201
782107	13/10/2017	256	3186.27	1237
782106	13/10/2017	840	15762.58	1237
782105	13/10/2017	1672	24278.34	1237
782176	13/10/2017	57	1222.56	1262
782194	13/10/2017	559	8381.29	1305
782181	13/10/2017	42	1730.42	1479
782080	13/10/2017	106	2905.04	1491
782082	13/10/2017	142	2581.32	1491
782084	13/10/2017	21	2115.31	1515
782078	13/10/2017	19	1455.67	1515
782079	13/10/2017	94	1861.92	1515
782077	13/10/2017	147	3141.9	1515
782083	13/10/2017	90	2257.01	1515
782081	13/10/2017	83	1289.99	1654
780597	10/10/2017	340	6556.78	584
780601	10/10/2017	1120	23194.23	584
782198	13/10/2017	342	6760.6	8
782193	13/10/2017	580	9115.77	8
782175	13/10/2017	722	19653.69	154
782183	13/10/2017	364	6231.53	315
782189	13/10/2017	579	13197.87	315
782155	13/10/2017	1298	21950.68	329
782149	13/10/2017	191	4809.39	481
782141	13/10/2017	129	2562.06	514
782177	13/10/2017	1038	16636.16	523
782200	14/10/2017	17	2708.77	565
782153	13/10/2017	564	12218.45	579
782195	13/10/2017	180	5324.86	813
782197	13/10/2017	251	7192.33	813
782201	14/10/2017	157	4498.77	813
782202	14/10/2017	173	5044.66	813
782203	14/10/2017	61	1696.18	813
782199	14/10/2017	100	2162.1	1112
782186	13/10/2017	536	9861.09	1152
782185	14/10/2017	26	1432.9	1192
782205	14/10/2017	684	12085.44	1247
782172	13/10/2017	108	2598.1	1262
782187	14/10/2017	87	1898.71	1262
782192	13/10/2017	221	3860.68	1262
782188	14/10/2017	190	21092.66	1305
782184	13/10/2017	996	15769.97	1412
780929	10/10/2017	152	3490.8	427
779850	05/10/2017	406	8043.38	845
779851	05/10/2017	349	3490.07	845
780935	10/10/2017	88	2610.76	1657
782150	13/10/2017	358	5607.52	59
782138	13/10/2017	24	1880.17	59
782143	13/10/2017	413	6908.26	59
782145	13/10/2017	312	4517.44	59
782151	13/10/2017	587	13097.05	122
782152	14/10/2017	301	6957.78	122
782130	13/10/2017	147	3347.32	122
782191	13/10/2017	214	3645.28	129
782131	13/10/2017	442	7702.96	435
782123	13/10/2017	176	2880.79	481
782124	13/10/2017	765	14872.59	481
782132	13/10/2017	542	9389.06	514
782139	13/10/2017	423	7172.98	514
782204	13/10/2017	740	11880.16	565
782137	13/10/2017	116	2322.39	579
782142	13/10/2017	1033	20213.73	767
782207	13/10/2017	92	1981.2	1112
782173	13/10/2017	231	5286.91	1192
782178	13/10/2017	157	2971.37	1192
782174	13/10/2017	367	7038.89	1192
782182	13/10/2017	259	5672.71	1262
780568	13/10/2017	226	4688.55	1274
782133	13/10/2017	373	6861.77	1325
782140	13/10/2017	766	14938.41	1325
782231	13/10/2017	106	1995.6	1385
782190	13/10/2017	770	15387.08	1569
782299	16/10/2017	167	4863.94	1506
782300	16/10/2017	1	217.6	1506
782301	16/10/2017	394	9361.81	1506
782262	16/10/2017	41	1262	35
782210	16/10/2017	62	1340.43	66
782266	16/10/2017	124	2983.22	66
782230	16/10/2017	290	7029.5	82
782216	16/10/2017	206	1934.84	89
782258	16/10/2017	135	2737.23	130
782259	16/10/2017	43	1212.78	130
782224	16/10/2017	44	1221.22	130
782248	16/10/2017	82	2149.79	130
782234	16/10/2017	11	1375.03	171
782242	16/10/2017	263	4426.88	171
782260	16/10/2017	13	1139.77	185
782261	16/10/2017	336	5602.4	227
782256	16/10/2017	219	3175.97	234
782219	16/10/2017	330	5643.77	285
782209	16/10/2017	81	1463.59	293
782267	16/10/2017	125	2414.88	293
782243	16/10/2017	198	4286.06	305
782214	16/10/2017	87	1527.98	305
782215	16/10/2017	107	1993.59	325
782233	16/10/2017	202	5781.74	382
782257	16/10/2017	366	7743.26	432
782225	16/10/2017	202	2949.31	432
782247	16/10/2017	98	2814.65	432
782226	16/10/2017	365	6564.2	467
782250	16/10/2017	280	3851.02	478
782223	16/10/2017	117	2243.7	478
782268	16/10/2017	469	4350.55	496
782253	16/10/2017	216	3360.03	502
782235	16/10/2017	625	8631.09	507
782240	16/10/2017	404	8411.52	556
782228	16/10/2017	93	2402.43	591
782238	16/10/2017	180	3179.18	612
782265	16/10/2017	90	2219.2	615
782251	16/10/2017	101	1741.03	641
782212	16/10/2017	633	9884.08	676
782229	16/10/2017	100	3193.23	679
782218	16/10/2017	68	1413.48	729
782277	16/10/2017	72	9817.92	729
782217	16/10/2017	676	11957.1	753
782220	16/10/2017	106	1546.38	756
782222	16/10/2017	325	4503.08	756
782211	16/10/2017	159	3345.61	756
782213	16/10/2017	224	2136.77	808
782208	16/10/2017	248	4915.63	818
782246	16/10/2017	21	1332.9	966
782239	16/10/2017	378	6800.14	1196
782263	16/10/2017	348	8105.06	1217
782232	16/10/2017	58	1445.02	1235
782249	16/10/2017	62	1246.89	1274
782252	16/10/2017	169	4418.99	1303
782254	16/10/2017	210	3028.75	1369
782221	16/10/2017	79	1762.84	1453
782227	16/10/2017	19	2300.62	1453
782241	16/10/2017	78	1717.4	1453
782244	16/10/2017	194	3201.35	1534
782236	16/10/2017	362	7533.8	1542
782264	16/10/2017	371	5350.65	1558
781138	16/10/2017	1158	14987.53	1506
781139	16/10/2017	8	553.72	1506
781140	16/10/2017	1313	25388	1506
782621	16/10/2017	417	6557.38	1506
782622	16/10/2017	5	419.04	1506
782623	16/10/2017	10	692.16	1506
781433	13/10/2017	11366	159824.25	1564
781434	13/10/2017	227	3025.53	1564
781435	13/10/2017	197	4447.68	1564
781436	11/10/2017	6671	84465.19	1564
781184	10/10/2017	850	14806.54	356
780039	06/10/2017	501	9006.54	584
781567	13/10/2017	843	9083.3	944
782179	16/10/2017	14	2045.45	8
782577	16/10/2017	3069	36463.34	1306
782578	16/10/2017	2437	37534.42	1306
782579	16/10/2017	1226	18769.61	1306
782615	16/10/2017	541	6949.41	21
782616	16/10/2017	285	6375.55	40
782596	16/10/2017	845	16061.81	59
782709	16/10/2017	793	11946.2	122
782722	16/10/2017	69	1264.23	128
782595	16/10/2017	91	1777.46	129
782618	16/10/2017	586	11145.7	282
782594	16/10/2017	33	1207.55	285
782605	16/10/2017	62	1362.26	296
782561	16/10/2017	110	1781.65	315
782591	16/10/2017	98	4719.87	321
782608	16/10/2017	443	6948.64	329
782612	16/10/2017	102	1575.01	453
782587	16/10/2017	633	12460.3	494
782614	16/10/2017	1682	29400.06	541
782601	16/10/2017	52	4064.8	541
782588	16/10/2017	56	1305.27	593
782589	16/10/2017	89	1215.5	676
782611	16/10/2017	201	3030.21	702
782607	16/10/2017	40	1361.03	744
782610	16/10/2017	117	2595.79	752
782756	16/10/2017	198	1510.3	808
782757	16/10/2017	399	3127.5	808
782590	16/10/2017	310	8814.73	808
782599	16/10/2017	251	3543.57	851
782602	16/10/2017	94	1292.6	934
